"c.0.835555555555556..0.864444444444444..0.688888888888889..0.713333333333333..","c.0.8..0.826666666666667..0.648888888888889..0.704444444444444..","c.0.835555555555556..0.866666666666667..0.686666666666667..0.715555555555556..","c.0.995555555555556..0.984444444444444..1..1..0.995555555555556..","c.0.916666666666667..0.92..0.933333333333333..0.95..0.92..0.966666666666667..","c.0.984444444444444..0.988888888888889..0.991111111111111..0.994444444444444..","c.0.806666666666667..0.855555555555556..0.653333333333333..0.713333333333333..","c.0.966666666666667..0.913333333333333..0.955555555555556..0.982222222222222.."
0.822222222222222,0.782222222222222,0.822222222222222,0.991111111111111,0.935555555555556,0.988888888888889,0.791111111111111,0.991111111111111
0.78,0.744444444444444,0.78,0.997777777777778,0.932222222222222,0.991111111111111,0.771111111111111,0.984444444444444
0.835555555555555,0.81,0.84,1,0.916666666666667,1,0.833333333333333,0.996666666666667
0.788888888888889,0.823333333333333,0.784444444444444,0.994444444444444,0.926666666666667,0.986666666666667,0.833333333333333,0.984444444444444
0.731111111111111,0.702222222222222,0.715555555555556,1,0.928888888888889,0.995555555555556,0.686666666666667,0.991111111111111
0.78,0.767777777777778,0.782222222222222,1,0.967777777777778,0.997777777777778,0.748888888888889,0.98
0.66,0.631111111111111,0.671111111111111,0.99,0.647777777777778,0.956666666666667,0.655555555555556,0.946666666666667
0.8,0.804444444444444,0.795555555555556,0.992222222222222,0.9,0.984444444444444,0.793333333333333,0.922222222222222
0.768888888888889,0.778888888888889,0.766666666666667,1,0.95,0.997777777777778,0.746666666666667,0.98
0.764444444444444,0.745555555555556,0.775555555555556,0.994444444444444,0.95,0.991111111111111,0.751111111111111,0.977777777777778
0.74,0.733333333333333,0.742222222222222,0.977777777777778,0.93,0.984444444444444,0.74,0.971111111111111
0.804444444444445,0.8,0.8,1,0.966666666666667,0.997777777777778,0.768888888888889,0.988888888888889
0.844444444444444,0.844444444444444,0.848888888888889,0.993333333333333,0.933333333333333,0.988888888888889,0.844444444444444,0.991111111111111
0.764444444444444,0.762222222222222,0.757777777777778,1,0.95,0.997777777777778,0.768888888888889,0.986666666666667
0.771111111111111,0.776666666666667,0.775555555555556,0.962222222222222,0.95,0.991111111111111,0.788888888888889,0.946666666666667
0.824444444444444,0.831111111111111,0.817777777777778,1,0.983333333333333,1,0.797777777777778,0.995555555555556
0.731111111111111,0.671111111111111,0.74,0.993333333333333,0.926666666666667,0.984444444444444,0.715555555555556,0.973333333333333
0.786666666666667,0.745555555555556,0.786666666666667,0.997777777777778,0.945555555555556,0.995555555555556,0.768888888888889,0.971111111111111
0.731111111111111,0.701111111111111,0.726666666666667,1,0.956666666666667,1,0.726666666666667,0.991111111111111
0.777777777777778,0.771111111111111,0.773333333333333,1,0.983333333333333,1,0.748888888888889,0.981111111111111
0.857777777777778,0.831111111111111,0.857777777777778,1,0.971111111111111,1,0.857777777777778,0.995555555555556
0.828888888888889,0.804444444444444,0.84,1,0.98,1,0.851111111111111,1
0.831111111111111,0.803333333333333,0.844444444444444,0.993333333333333,0.933333333333333,0.991111111111111,0.795555555555556,0.993333333333333
0.848888888888889,0.786666666666667,0.851111111111111,1,0.966666666666667,1,0.784444444444444,0.993333333333333
0.822222222222222,0.818888888888889,0.831111111111111,1,0.983333333333333,1,0.808888888888889,0.993333333333333
0.826666666666667,0.834444444444444,0.826666666666667,0.99,0.96,0.997777777777778,0.851111111111111,0.974444444444444
0.873333333333333,0.84,0.882222222222222,0.998888888888889,0.933333333333333,0.993333333333333,0.875555555555556,0.986666666666667
0.808888888888889,0.802222222222222,0.797777777777778,0.992222222222222,0.966666666666667,1,0.797777777777778,0.968888888888889
0.695555555555556,0.711111111111111,0.677777777777778,0.994444444444444,0.916666666666667,0.977777777777778,0.628888888888889,0.953333333333333
0.8,0.79,0.788888888888889,1,0.95,0.997777777777778,0.757777777777778,0.988888888888889
0.851111111111111,0.79,0.853333333333333,0.992222222222222,0.933333333333333,0.996666666666667,0.831111111111111,0.988888888888889
0.897777777777778,0.854444444444444,0.891111111111111,0.993333333333333,0.946666666666667,1,0.864444444444444,0.984444444444444
0.802222222222222,0.814444444444444,0.806666666666667,0.984444444444444,0.933333333333333,0.988888888888889,0.842222222222222,0.971111111111111
0.84,0.813333333333333,0.848888888888889,0.998888888888889,0.934444444444444,0.995555555555556,0.824444444444444,0.993333333333333
0.806666666666667,0.841111111111111,0.822222222222222,1,0.971111111111111,0.997777777777778,0.817777777777778,1
0.762222222222222,0.762222222222222,0.775555555555556,0.987777777777778,0.916666666666667,0.984444444444444,0.786666666666667,0.955555555555556
0.815555555555556,0.806666666666667,0.824444444444444,1,0.966666666666667,0.997777777777778,0.833333333333333,0.993333333333333
0.782222222222222,0.775555555555556,0.786666666666667,0.984444444444444,0.95,0.993333333333333,0.755555555555556,0.993333333333333
0.853333333333333,0.785555555555556,0.855555555555556,0.978888888888889,0.933333333333333,0.995555555555556,0.791111111111111,0.988888888888889
0.953333333333333,0.91,0.955555555555556,0.998888888888889,0.983333333333333,1,0.94,1
0.748888888888889,0.697777777777778,0.748888888888889,1,0.962222222222222,0.995555555555556,0.735555555555556,1
0.822222222222222,0.81,0.826666666666667,0.995555555555556,0.933333333333333,0.988888888888889,0.817777777777778,0.984444444444444
0.848888888888889,0.83,0.844444444444444,0.994444444444444,0.971111111111111,0.995555555555556,0.791111111111111,0.984444444444444
0.857777777777778,0.827777777777778,0.857777777777778,0.99,0.943333333333333,0.994444444444444,0.86,0.986666666666667
0.72,0.706666666666667,0.72,0.98,0.983333333333333,0.993333333333333,0.722222222222222,0.991111111111111
0.771111111111111,0.731111111111111,0.782222222222222,1,0.966666666666667,0.998888888888889,0.762222222222222,0.984444444444444
0.891111111111111,0.85,0.891111111111111,0.994444444444444,0.966666666666667,0.996666666666667,0.855555555555556,0.98
0.837777777777778,0.833333333333333,0.837777777777778,1,0.95,0.997777777777778,0.806666666666667,0.984444444444444
0.784444444444444,0.774444444444444,0.782222222222222,0.982222222222222,0.866666666666667,0.985555555555556,0.733333333333333,0.977777777777778
0.784444444444444,0.733333333333333,0.78,1,0.946666666666667,0.988888888888889,0.78,0.997777777777778
0.764444444444444,0.74,0.751111111111111,1,0.933333333333333,0.988888888888889,0.731111111111111,0.955555555555556
0.775555555555556,0.77,0.795555555555556,0.983333333333333,0.912222222222222,0.978888888888889,0.777777777777778,0.973333333333333
0.871111111111111,0.87,0.88,1,0.966666666666667,0.991111111111111,0.846666666666667,0.958888888888889
0.771111111111111,0.757777777777778,0.775555555555556,1,0.941111111111111,0.993333333333333,0.757777777777778,0.993333333333333
0.717777777777778,0.683333333333333,0.722222222222222,0.991111111111111,0.885555555555556,0.986666666666667,0.702222222222222,0.993333333333333
0.857777777777778,0.823333333333333,0.86,0.99,0.883333333333333,0.991111111111111,0.855555555555556,0.964444444444444
0.773333333333333,0.777777777777778,0.78,0.997777777777778,0.948888888888889,0.997777777777778,0.757777777777778,0.984444444444444
0.808888888888889,0.736666666666667,0.815555555555556,0.997777777777778,0.94,0.995555555555556,0.793333333333333,0.98
0.868888888888889,0.84,0.864444444444444,0.991111111111111,0.95,0.997777777777778,0.864444444444444,0.971111111111111
0.742222222222222,0.657777777777778,0.757777777777778,0.997777777777778,0.965555555555556,1,0.724444444444444,0.991111111111111
0.828888888888889,0.784444444444444,0.831111111111111,1,0.966666666666667,0.998888888888889,0.784444444444444,0.993333333333333
0.715555555555556,0.697777777777778,0.715555555555556,0.991111111111111,0.933333333333333,0.986666666666667,0.686666666666667,0.973333333333333
0.804444444444444,0.812222222222222,0.802222222222222,1,0.983333333333333,1,0.806666666666667,0.986666666666667
0.766666666666667,0.784444444444444,0.766666666666667,0.987777777777778,0.933333333333333,0.991111111111111,0.768888888888889,0.991111111111111
0.944444444444444,0.911111111111111,0.94,0.991111111111111,0.937777777777778,0.995555555555556,0.92,0.982222222222222
0.833333333333333,0.866666666666667,0.831111111111111,0.991111111111111,0.966666666666667,0.995555555555556,0.844444444444444,0.942222222222222
0.846666666666667,0.798888888888889,0.846666666666667,0.998888888888889,0.966666666666667,0.995555555555556,0.831111111111111,0.993333333333333
0.877777777777778,0.881111111111111,0.873333333333333,0.993333333333333,0.935555555555556,0.993333333333333,0.848888888888889,0.986666666666667
0.722222222222222,0.735555555555556,0.731111111111111,0.998888888888889,0.943333333333333,1,0.717777777777778,0.981111111111111
0.733333333333333,0.74,0.74,0.99,0.928888888888889,0.981111111111111,0.771111111111111,0.995555555555556
0.731111111111111,0.726666666666667,0.74,1,0.923333333333333,0.997777777777778,0.733333333333333,0.997777777777778
0.793333333333333,0.748888888888889,0.78,1,0.983333333333333,1,0.764444444444444,0.995555555555556
0.746666666666667,0.77,0.748888888888889,0.995555555555556,0.916666666666667,0.986666666666667,0.728888888888889,0.957777777777778
0.88,0.854444444444444,0.88,1,0.967777777777778,0.995555555555556,0.877777777777778,0.991111111111111
0.751111111111111,0.737777777777778,0.751111111111111,0.99,0.933333333333333,0.991111111111111,0.731111111111111,0.995555555555556
0.782222222222222,0.735555555555556,0.775555555555556,0.994444444444444,0.95,0.992222222222222,0.784444444444444,0.993333333333333
0.78,0.728888888888889,0.782222222222222,1,0.966666666666667,1,0.742222222222222,0.995555555555556
0.733333333333333,0.744444444444444,0.72,0.988888888888889,0.95,0.987777777777778,0.728888888888889,0.973333333333333
0.777777777777778,0.737777777777778,0.782222222222222,1,0.966666666666667,1,0.777777777777778,0.991111111111111
0.777777777777778,0.727777777777778,0.78,0.996666666666667,0.946666666666667,0.997777777777778,0.757777777777778,0.982222222222222
0.784444444444444,0.775555555555556,0.791111111111111,1,0.95,0.997777777777778,0.76,0.968888888888889
0.766666666666667,0.747777777777778,0.788888888888889,1,0.975555555555556,1,0.762222222222222,1
0.815555555555556,0.81,0.813333333333333,0.993333333333333,0.951111111111111,0.997777777777778,0.795555555555556,0.977777777777778
0.817777777777778,0.763333333333333,0.82,0.992222222222222,0.883333333333333,0.975555555555556,0.806666666666667,0.931111111111111
0.728888888888889,0.734444444444444,0.748888888888889,0.982222222222222,0.947777777777778,0.992222222222222,0.691111111111111,0.973333333333333
0.757777777777778,0.732222222222222,0.766666666666667,0.997777777777778,0.933333333333333,0.987777777777778,0.742222222222222,0.955555555555556
0.724444444444444,0.716666666666667,0.724444444444444,0.993333333333333,0.781111111111111,0.991111111111111,0.708888888888889,0.991111111111111
0.762222222222222,0.768888888888889,0.76,1,0.914444444444444,0.99,0.748888888888889,0.984444444444444
0.871111111111111,0.83,0.873333333333333,0.994444444444444,0.956666666666667,1,0.851111111111111,0.991111111111111
0.88,0.846666666666667,0.875555555555556,1,0.966666666666667,0.996666666666667,0.866666666666667,0.988888888888889
0.806666666666667,0.774444444444444,0.824444444444444,0.991111111111111,0.95,0.995555555555556,0.815555555555556,0.993333333333333
0.793333333333333,0.75,0.804444444444444,0.986666666666667,0.928888888888889,0.993333333333333,0.775555555555556,0.973333333333333
0.797777777777778,0.766666666666667,0.791111111111111,1,0.983333333333333,1,0.784444444444444,1
0.891111111111111,0.874444444444444,0.893333333333333,1,0.966666666666667,1,0.886666666666667,0.997777777777778
0.815555555555556,0.817777777777778,0.813333333333333,0.992222222222222,0.966666666666667,0.995555555555556,0.8,0.98
0.842222222222222,0.798888888888889,0.844444444444444,0.988888888888889,0.944444444444445,0.991111111111111,0.82,0.968888888888889
0.877777777777778,0.884444444444444,0.875555555555556,0.991111111111111,0.97,0.995555555555556,0.893333333333333,0.982222222222222
0.835555555555556,0.804444444444444,0.837777777777778,0.994444444444444,0.931111111111111,0.988888888888889,0.824444444444444,0.988888888888889
0.777777777777778,0.787777777777778,0.775555555555556,0.98,0.933333333333333,0.993333333333333,0.76,0.946666666666667
0.853333333333333,0.831111111111111,0.846666666666667,0.991111111111111,0.916666666666667,0.982222222222222,0.833333333333333,0.968888888888889
0.731111111111111,0.713333333333333,0.733333333333333,0.996666666666667,0.966666666666667,0.997777777777778,0.72,0.986666666666667
0.815555555555556,0.824444444444444,0.822222222222222,1,0.96,1,0.826666666666667,0.986666666666667
0.786666666666667,0.755555555555556,0.793333333333333,1,0.95,0.992222222222222,0.768888888888889,0.98
0.815555555555556,0.766666666666667,0.817777777777778,0.987777777777778,0.926666666666667,0.991111111111111,0.817777777777778,0.982222222222222
0.782222222222222,0.745555555555556,0.795555555555556,0.993333333333333,0.9,0.978888888888889,0.76,0.971111111111111
0.857777777777778,0.88,0.853333333333333,0.997777777777778,0.983333333333333,0.997777777777778,0.846666666666667,0.968888888888889
0.86,0.79,0.864444444444444,1,0.943333333333333,0.997777777777778,0.826666666666667,0.988888888888889
0.813333333333333,0.803333333333333,0.817777777777778,0.996666666666667,0.967777777777778,0.997777777777778,0.762222222222222,0.984444444444444
0.797777777777778,0.747777777777778,0.802222222222222,0.997777777777778,0.94,0.991111111111111,0.768888888888889,0.988888888888889
0.826666666666667,0.766666666666667,0.837777777777778,1,0.966666666666667,0.997777777777778,0.797777777777778,0.988888888888889
0.731111111111111,0.764444444444444,0.748888888888889,0.985555555555556,0.933333333333333,0.975555555555556,0.755555555555556,0.96
0.793333333333333,0.805555555555556,0.791111111111111,0.988888888888889,0.935555555555556,0.991111111111111,0.777777777777778,0.957777777777778
0.804444444444444,0.811111111111111,0.795555555555556,1,0.947777777777778,0.995555555555556,0.828888888888889,0.977777777777778
0.815555555555556,0.753333333333333,0.828888888888889,0.993333333333333,0.966666666666667,0.997777777777778,0.804444444444444,0.964444444444444
0.853333333333333,0.865555555555556,0.853333333333333,0.996666666666667,0.97,0.997777777777778,0.84,1
0.842222222222222,0.807777777777778,0.853333333333333,0.993333333333333,0.947777777777778,0.995555555555556,0.828888888888889,0.991111111111111
0.9,0.865555555555556,0.9,1,0.983333333333333,1,0.877777777777778,0.982222222222222
0.853333333333333,0.814444444444444,0.864444444444444,0.987777777777778,0.943333333333333,0.993333333333333,0.864444444444444,0.982222222222222
0.793333333333333,0.758888888888889,0.802222222222222,0.994444444444444,0.934444444444444,0.994444444444444,0.766666666666667,0.975555555555556
0.828888888888889,0.865555555555556,0.824444444444444,0.992222222222222,0.933333333333333,0.993333333333333,0.815555555555556,0.993333333333333
0.771111111111111,0.771111111111111,0.766666666666667,1,0.966666666666667,1,0.773333333333333,0.977777777777778
0.846666666666667,0.807777777777778,0.848888888888889,1,0.983333333333333,1,0.833333333333333,0.993333333333333
0.786666666666667,0.786666666666667,0.78,0.995555555555556,0.916666666666667,0.981111111111111,0.764444444444444,0.98
0.691111111111111,0.655555555555556,0.706666666666667,1,0.956666666666667,0.993333333333333,0.68,0.98
0.695555555555556,0.702222222222222,0.7,1,0.933333333333333,0.991111111111111,0.686666666666667,0.971111111111111
0.777777777777778,0.766666666666667,0.82,1,0.9,1,0.768888888888889,0.973333333333333
0.822222222222222,0.808888888888889,0.822222222222222,0.991111111111111,0.933333333333333,0.991111111111111,0.806666666666667,0.971111111111111
0.791111111111111,0.752222222222222,0.791111111111111,0.986666666666667,0.883333333333333,0.993333333333333,0.782222222222222,0.991111111111111
0.808888888888889,0.773333333333333,0.817777777777778,0.978888888888889,0.933333333333333,0.991111111111111,0.793333333333333,0.986666666666667
0.797777777777778,0.778888888888889,0.806666666666667,1,0.966666666666667,1,0.791111111111111,0.995555555555556
0.837777777777778,0.884444444444444,0.822222222222222,1,0.966666666666667,1,0.813333333333333,0.993333333333333
0.811111111111111,0.808888888888889,0.813333333333333,0.977777777777778,0.952222222222222,0.993333333333333,0.806666666666667,0.977777777777778
0.697777777777778,0.686666666666667,0.711111111111111,0.976666666666667,0.894444444444444,0.988888888888889,0.702222222222222,0.988888888888889
0.862222222222222,0.874444444444444,0.862222222222222,0.995555555555556,0.966666666666667,0.995555555555556,0.897777777777778,0.953333333333333
0.664444444444445,0.631111111111111,0.664444444444444,1,0.966666666666667,0.995555555555556,0.648888888888889,0.973333333333333
0.775555555555556,0.73,0.78,0.986666666666667,0.916666666666667,0.988888888888889,0.755555555555556,0.96
0.804444444444444,0.815555555555556,0.793333333333333,0.993333333333333,0.933333333333333,0.993333333333333,0.78,0.951111111111111
0.804444444444444,0.806666666666667,0.815555555555556,0.988888888888889,0.95,0.991111111111111,0.782222222222222,0.944444444444444
0.74,0.73,0.737777777777778,0.991111111111111,0.883333333333333,0.983333333333333,0.733333333333333,0.968888888888889
0.891111111111111,0.924444444444445,0.9,0.997777777777778,0.983333333333333,0.995555555555556,0.928888888888889,0.98
0.86,0.832222222222222,0.853333333333333,1,0.966666666666667,0.997777777777778,0.857777777777778,0.988888888888889
0.864444444444444,0.83,0.866666666666667,0.994444444444444,0.983333333333333,0.998888888888889,0.842222222222222,1
0.873333333333333,0.862222222222222,0.88,0.991111111111111,0.95,0.993333333333333,0.877777777777778,0.991111111111111
0.88,0.833333333333333,0.884444444444444,0.996666666666667,0.966666666666667,1,0.882222222222222,0.966666666666667
0.848888888888889,0.835555555555556,0.837777777777778,0.996666666666667,0.966666666666667,1,0.831111111111111,0.957777777777778
0.833333333333333,0.782222222222222,0.835555555555556,1,0.983333333333333,1,0.811111111111111,0.982222222222222
0.828888888888889,0.817777777777778,0.833333333333333,1,0.966666666666667,1,0.851111111111111,0.986666666666667
0.88,0.837777777777778,0.88,1,0.95,1,0.855555555555556,1
0.873333333333333,0.888888888888889,0.884444444444444,0.991111111111111,0.95,0.995555555555556,0.902222222222222,0.984444444444444
0.757777777777778,0.785555555555556,0.76,0.99,0.954444444444444,0.995555555555556,0.777777777777778,1
0.893333333333333,0.894444444444444,0.895555555555556,1,0.967777777777778,1,0.888888888888889,0.988888888888889
0.811111111111111,0.817777777777778,0.795555555555556,0.995555555555556,0.946666666666667,0.993333333333333,0.764444444444444,0.995555555555556
0.904444444444444,0.898888888888889,0.906666666666667,0.997777777777778,0.95,0.995555555555556,0.915555555555556,0.966666666666667
0.793333333333333,0.787777777777778,0.793333333333333,0.988888888888889,0.94,0.988888888888889,0.735555555555556,0.977777777777778
0.817777777777778,0.748888888888889,0.813333333333333,1,0.933333333333333,0.997777777777778,0.786666666666667,0.988888888888889
0.897777777777778,0.855555555555556,0.9,0.996666666666667,0.983333333333333,0.997777777777778,0.893333333333333,0.988888888888889
0.893333333333333,0.888888888888889,0.884444444444444,1,0.983333333333333,0.997777777777778,0.893333333333333,0.982222222222222
0.815555555555556,0.787777777777778,0.822222222222222,0.984444444444444,0.883333333333333,0.982222222222222,0.808888888888889,0.96
0.78,0.732222222222222,0.788888888888889,1,0.962222222222222,1,0.788888888888889,1
0.771111111111111,0.758888888888889,0.793333333333333,0.99,0.947777777777778,0.987777777777778,0.784444444444444,0.968888888888889
0.864444444444444,0.828888888888889,0.868888888888889,0.996666666666667,0.95,0.991111111111111,0.853333333333333,0.982222222222222
0.68,0.636666666666667,0.688888888888889,0.988888888888889,0.888888888888889,0.977777777777778,0.671111111111111,0.964444444444444
0.7,0.773333333333333,0.697777777777778,0.964444444444444,0.928888888888889,1,0.668888888888889,0.942222222222222
0.78,0.773333333333333,0.766666666666667,0.992222222222222,0.933333333333333,0.993333333333333,0.757777777777778,0.946666666666667
0.586666666666667,0.663333333333333,0.595555555555556,0.998888888888889,0.926666666666667,0.995555555555556,0.584444444444444,0.986666666666667
0.868888888888889,0.844444444444444,0.871111111111111,1,0.95,1,0.862222222222222,1
0.726666666666667,0.742222222222222,0.726666666666667,0.987777777777778,0.916666666666667,0.982222222222222,0.72,0.98
0.717777777777778,0.775555555555556,0.715555555555556,0.991111111111111,0.966666666666667,0.991111111111111,0.704444444444444,0.977777777777778
0.866666666666667,0.85,0.88,0.996666666666667,0.966666666666667,0.995555555555556,0.886666666666667,1
0.744444444444444,0.754444444444444,0.748888888888889,0.995555555555556,0.951111111111111,0.995555555555556,0.726666666666667,0.991111111111111
0.848888888888889,0.826666666666667,0.851111111111111,0.996666666666667,0.966666666666667,0.997777777777778,0.826666666666667,0.982222222222222
0.84,0.831111111111111,0.846666666666667,0.991111111111111,0.943333333333333,0.991111111111111,0.833333333333333,0.957777777777778
0.76,0.745555555555556,0.768888888888889,0.996666666666667,0.966666666666667,0.997777777777778,0.753333333333333,0.968888888888889
0.888888888888889,0.841111111111111,0.9,0.993333333333333,0.934444444444444,0.994444444444444,0.864444444444444,0.974444444444444
0.782222222222222,0.727777777777778,0.784444444444444,0.99,0.883333333333333,0.973333333333333,0.757777777777778,0.984444444444444
0.915555555555556,0.898888888888889,0.92,1,0.983333333333333,0.997777777777778,0.92,0.986666666666667
0.855555555555556,0.881111111111111,0.855555555555556,0.995555555555556,0.95,0.993333333333333,0.871111111111111,0.968888888888889
0.766666666666667,0.733333333333333,0.76,0.993333333333333,0.967777777777778,0.988888888888889,0.748888888888889,0.991111111111111
0.811111111111111,0.793333333333333,0.826666666666667,1,0.983333333333333,1,0.804444444444444,0.993333333333333
0.862222222222222,0.811111111111111,0.871111111111111,0.994444444444444,0.931111111111111,0.99,0.855555555555556,0.986666666666667
0.82,0.811111111111111,0.82,0.998888888888889,0.983333333333333,1,0.8,1
0.753333333333333,0.786666666666667,0.76,0.995555555555556,0.933333333333333,0.995555555555556,0.782222222222222,0.988888888888889
0.848888888888889,0.855555555555556,0.837777777777778,0.994444444444444,0.933333333333333,0.993333333333333,0.842222222222222,0.937777777777778
0.771111111111111,0.737777777777778,0.773333333333333,0.998888888888889,0.946666666666667,0.997777777777778,0.762222222222222,0.975555555555556
0.88,0.91,0.875555555555556,0.996666666666667,0.966666666666667,0.997777777777778,0.857777777777778,1
0.815555555555556,0.851111111111111,0.793333333333333,0.993333333333333,0.916666666666667,0.991111111111111,0.773333333333333,0.953333333333333
0.746666666666667,0.705555555555556,0.746666666666667,0.997777777777778,0.88,0.995555555555556,0.731111111111111,0.964444444444444
0.824444444444444,0.746666666666667,0.815555555555556,0.993333333333333,0.966666666666667,0.993333333333333,0.777777777777778,0.968888888888889
0.668888888888889,0.657777777777778,0.682222222222222,0.991111111111111,0.825555555555556,0.973333333333333,0.651111111111111,0.982222222222222
0.808888888888889,0.821111111111111,0.8,0.993333333333333,0.95,0.995555555555556,0.784444444444444,0.966666666666667
0.835555555555555,0.794444444444445,0.846666666666667,1,0.964444444444444,1,0.831111111111111,0.982222222222222
0.875555555555556,0.841111111111111,0.873333333333333,0.998888888888889,0.984444444444444,1,0.853333333333333,0.957777777777778
0.782222222222222,0.791111111111111,0.766666666666667,0.964444444444444,0.85,0.986666666666667,0.744444444444444,0.964444444444444
0.808888888888889,0.82,0.815555555555556,0.991111111111111,0.95,0.997777777777778,0.806666666666667,1
0.802222222222222,0.821111111111111,0.802222222222222,1,0.95,0.995555555555556,0.815555555555556,0.988888888888889
0.726666666666667,0.691111111111111,0.731111111111111,1,0.966666666666667,0.998888888888889,0.724444444444444,0.982222222222222
0.748888888888889,0.741111111111111,0.755555555555556,0.99,0.916666666666667,0.984444444444444,0.72,0.946666666666667
0.771111111111111,0.755555555555556,0.771111111111111,1,0.966666666666667,0.997777777777778,0.766666666666667,0.986666666666667
0.891111111111111,0.881111111111111,0.88,0.991111111111111,0.95,0.993333333333333,0.884444444444444,0.95
0.92,0.882222222222222,0.92,1,0.982222222222222,1,0.917777777777778,1
0.908888888888889,0.855555555555556,0.908888888888889,1,0.946666666666667,1,0.904444444444444,0.997777777777778
0.875555555555556,0.874444444444444,0.871111111111111,0.997777777777778,0.971111111111111,1,0.853333333333333,0.977777777777778
0.822222222222222,0.777777777777778,0.824444444444444,0.993333333333333,0.916666666666667,0.988888888888889,0.835555555555556,0.982222222222222
0.746666666666667,0.67,0.748888888888889,0.993333333333333,0.95,0.997777777777778,0.717777777777778,0.997777777777778
0.782222222222222,0.752222222222222,0.791111111111111,0.996666666666667,0.933333333333333,0.99,0.768888888888889,0.991111111111111
0.757777777777778,0.728888888888889,0.764444444444444,0.993333333333333,0.95,0.993333333333333,0.751111111111111,0.982222222222222
0.762222222222222,0.716666666666667,0.757777777777778,1,0.953333333333333,1,0.74,0.971111111111111
0.808888888888889,0.766666666666667,0.828888888888889,1,0.983333333333333,0.997777777777778,0.804444444444444,0.98
0.74,0.742222222222222,0.733333333333333,1,0.887777777777778,0.995555555555556,0.733333333333333,0.96
0.742222222222222,0.725555555555556,0.746666666666667,0.978888888888889,0.912222222222222,0.982222222222222,0.677777777777778,0.955555555555556
0.784444444444444,0.757777777777778,0.784444444444444,1,0.911111111111111,0.997777777777778,0.746666666666667,0.975555555555556
0.766666666666667,0.786666666666667,0.773333333333333,0.993333333333333,0.948888888888889,0.995555555555556,0.822222222222222,1
0.737777777777778,0.747777777777778,0.737777777777778,0.992222222222222,0.916666666666667,0.988888888888889,0.728888888888889,0.993333333333333
0.797777777777778,0.791111111111111,0.797777777777778,1,0.983333333333333,1,0.797777777777778,0.995555555555556
0.751111111111111,0.741111111111111,0.753333333333333,0.998888888888889,0.95,0.995555555555556,0.742222222222222,1
0.804444444444444,0.8,0.797777777777778,0.993333333333333,0.983333333333333,0.995555555555556,0.797777777777778,0.982222222222222
0.88,0.847777777777778,0.884444444444444,1,0.983333333333333,1,0.864444444444444,0.995555555555556
0.704444444444444,0.662222222222222,0.722222222222222,0.995555555555556,0.931111111111111,0.988888888888889,0.706666666666667,0.98
0.82,0.773333333333333,0.813333333333333,0.998888888888889,0.945555555555556,0.995555555555556,0.802222222222222,0.966666666666667
0.875555555555556,0.876666666666667,0.871111111111111,1,0.983333333333333,1,0.833333333333333,0.98
0.673333333333333,0.693333333333333,0.677777777777778,0.99,0.794444444444445,0.981111111111111,0.653333333333333,0.984444444444444
0.8,0.766666666666667,0.8,0.991111111111111,0.887777777777778,0.993333333333333,0.784444444444444,0.96
0.853333333333333,0.821111111111111,0.855555555555556,0.997777777777778,0.986666666666667,1,0.844444444444444,1
0.644444444444444,0.74,0.651111111111111,1,0.966666666666667,1,0.726666666666667,0.997777777777778
0.735555555555556,0.661111111111111,0.726666666666667,0.993333333333333,0.884444444444444,0.987777777777778,0.693333333333333,0.971111111111111
0.822222222222222,0.806666666666667,0.828888888888889,1,0.983333333333333,0.997777777777778,0.811111111111111,0.951111111111111
0.697777777777778,0.705555555555556,0.7,0.995555555555556,0.786666666666667,0.988888888888889,0.684444444444444,0.944444444444444
0.882222222222222,0.834444444444444,0.875555555555556,0.998888888888889,0.933333333333333,1,0.835555555555555,0.984444444444444
0.757777777777778,0.772222222222222,0.762222222222222,1,0.916666666666667,0.993333333333333,0.766666666666667,0.973333333333333
0.78,0.772222222222222,0.775555555555556,0.992222222222222,0.918888888888889,0.991111111111111,0.726666666666667,0.957777777777778
0.802222222222222,0.793333333333333,0.8,0.993333333333333,0.966666666666667,1,0.806666666666667,0.962222222222222
0.82,0.832222222222222,0.824444444444444,1,0.966666666666667,1,0.831111111111111,0.984444444444444
0.771111111111111,0.787777777777778,0.78,0.986666666666667,0.933333333333333,0.984444444444444,0.788888888888889,0.995555555555556
0.811111111111111,0.805555555555556,0.82,0.988888888888889,0.93,0.991111111111111,0.828888888888889,0.993333333333333
0.84,0.803333333333333,0.846666666666667,0.995555555555556,0.95,0.988888888888889,0.826666666666667,0.986666666666667
0.773333333333333,0.78,0.775555555555556,0.997777777777778,0.933333333333333,0.984444444444444,0.733333333333333,0.968888888888889
0.724444444444444,0.697777777777778,0.744444444444444,0.995555555555556,0.95,0.995555555555556,0.72,0.993333333333333
0.815555555555556,0.832222222222222,0.82,0.99,0.966666666666667,0.993333333333333,0.762222222222222,0.986666666666667
0.706666666666667,0.672222222222222,0.726666666666667,0.985555555555556,0.948888888888889,0.987777777777778,0.711111111111111,0.98
0.748888888888889,0.8,0.753333333333333,1,0.99,0.995555555555556,0.742222222222222,1
0.855555555555556,0.83,0.862222222222222,0.991111111111111,0.933333333333333,0.984444444444444,0.831111111111111,0.951111111111111
0.811111111111111,0.793333333333333,0.82,1,1,1,0.817777777777778,1
